버정거리총합,상호개수,교통사고건수,보호구역개수,화재발생건수,주유소명,주소,위도,경도
0.508532423,0.243243243,0.204288939,0.596491228,0.286458333,현대오일뱅크㈜직영 성안셀프주유소,울산 중구 성안로 150,35.5740536,129.3158546
0.771331058,0.513513514,0.577878104,0.859649123,0.677083333,지에스칼텍스(주)기와주유소,울산 중구 화합로 316 (반구동),35.5542843,129.3411402
0.802047782,0.513513514,0.530474041,0.929824561,0.536458333,현대오일뱅크(주)직영 현대북부주유소,울산 중구 북부순환도로 649 (복산동),35.5630371,129.3270499
0.075085324,0.297297297,0,0.070175439,0,광신석유(주)직영 웅촌대로주유소,울산 울주군 웅촌면 웅촌로 676,35.4867062,129.2199587
0.092150171,0.324324324,0,0.087719298,0.151041667,천년에너지 광명주유소,울산 울주군 웅촌면 웅촌로 567,35.4786069,129.2198704
0.092150171,0.216216216,0.042889391,0.052631579,0.151041667,(주)흥연주유소,울산 울주군 웅촌면 웅촌로 377,35.4648187,129.2091882
0.177474403,0.108108108,0.005643341,0,0,태이주유소,울산 울주군 웅촌면 웅촌로 81,35.4424464,129.194479
0.075085324,0.27027027,0,0.070175439,0,(주)좋은기름나라 웅촌지점,울산 울주군 웅촌면 웅촌로 724,35.4874923,129.2248426
0.098976109,0.297297297,0.038374718,0.070175439,0.151041667,한마음주유소,울산 울주군 웅촌면 웅촌로 464,35.4701644,129.2167273
0.081911263,0.027027027,0,0.052631579,0,율리셀프주유소,울산 울주군 청량면 웅촌로 1044,35.5117456,129.2371526
0.081911263,0.027027027,0,0.052631579,0,율선주유소,울산 울주군 청량면 웅촌로 1035,35.510973,129.236465
0.116040956,0.162162162,0.042889391,0.052631579,0.151041667,현대오일뱅크 명성셀프주유소,울산 울주군 웅촌면 웅촌로 217,35.4521292,129.2027548
0.051194539,0.027027027,0.007900677,0,0,케이아이에스(주) 울주(함양방향)주유소,울산 울주군 삼동면 보은리 산 193-1,35.5131283,129.1286889
0.051194539,0.027027027,0.007900677,0,0,케이아이에스(주) 울주(울산방향)주유소,울산 울주군 삼동면 보은리 산 213-15,35.5106707,129.13048
0.112627986,0.054054054,0.022573363,0.01754386,0,㈜오일석유 언양(서울)주유소/충전소,울산 울주군 언양읍 경부고속도로 44,35.5979401,129.1418356
0.098976109,0.351351351,0.038374718,0.070175439,0.151041667,웅촌구도일주유소,울산 울주군 웅촌면 웅촌로 504,35.4728216,129.2194856
0.232081911,0.216216216,0.141083521,0.192982456,0,진성주유소,울산 울주군 청량읍 남부순환도로 261,35.5279737,129.2713102
0.273037543,0.189189189,0.137697517,0.192982456,0,세일석유(주) 남부순환로주유소,울산 울주군 청량면 남부순환도로 240,35.5284347,129.2688664
0.061433447,0.108108108,0,0,0,대성주유소,울산 울주군 온양읍 남창로 950,35.4594371,129.2906419
0.112627986,0,0,0,0,원주유소,울산 울주군 두동면 두동로 832,35.6368542,129.2177064
0.064846416,0.162162162,0,0,0,망양제일주유소,울산 울주군 온양읍 남창로 840,35.4504204,129.2864102
0.276450512,0.189189189,0.063205418,0.052631579,0.15625,이림석유(주)작천정주유소,울산 울주군 삼남면 반구대로 607,35.5475095,129.114915
0.054607509,0.108108108,0,0,0,우진주유소,울산 울주군 온양읍 남창로 905,35.4560181,129.2890671
0.071672355,0.297297297,0,0.070175439,0,대복주유소,울산 울주군 웅촌면 웅촌로 671,35.4870571,129.2189512
0.163822526,0.189189189,0.011286682,0.035087719,0.151041667,청량IC주유소,울산 울주군 청량면 남창로 1301,35.4828911,129.2947031
0.105802048,0.135135135,0.063205418,0.035087719,0,온산셀프주유소,울산 울주군 온산읍 덕신로 2,35.4379164,129.2855626
0.194539249,0.108108108,0.003386005,0.01754386,0,방기주유소,울산 울주군 삼남면 하방로 26,35.50523,129.0896668
0.153583618,0.054054054,0.011286682,0.070175439,0.119791667,상북농협주유소,울산 울주군 상북면 길천산업로 139,35.5901737,129.0859035
0.204778157,0.135135135,0.05530474,0,0.145833333,울산KTX셀프주유소,울산 울주군 언양읍 언양로 136,35.5564677,129.1398847
0.467576792,0.189189189,0.248306998,0.526315789,0.1875,푸른주유소,울산 울주군 범서읍 울밀로 2823,35.5582811,129.2572115
0.102389078,0.162162162,0.053047404,0.035087719,0.213541667,옹기마을셀프주유소,울산 울주군 온양읍 남창로 647,35.4342346,129.2811407
0.061433447,0.081081081,0.004514673,0.01754386,0,당월주유소,울산 울주군 온산읍 우봉강양로 2,35.391759,129.345164
0.170648464,0.135135135,0.073363431,0.175438596,0.213541667,온양주유소,울산 울주군 온양읍 남창로 366,35.4127473,129.2706185
0,0,0.011286682,0,0,광신직영(경남셀프),울산 울주군 온양읍 남창로 18,35.3865076,129.2554638
